contractSymbol,predicted_call_price
AAPL231222C00155000,41.22832614509025
AAPL231222C00160000,36.27795959654447
AAPL231222C00162500,33.802093359655196
AAPL231222C00165000,31.33175377832305
AAPL231222C00170000,26.292328174915518
AAPL231222C00172500,24.09780138409393
AAPL231222C00175000,21.599286190930716
AAPL231222C00177500,19.12977017388817
AAPL231222C00180000,16.62916141348406
AAPL231222C00182500,13.98924754978179
AAPL231222C00185000,11.605667383667116
AAPL231222C00187500,9.197258998410524
AAPL231222C00190000,6.893611196262646
AAPL231222C00192500,4.807422118732675
AAPL231222C00195000,3.047720337042717
AAPL231222C00197500,1.7137165097174905
AAPL231222C00200000,0.823619320531074
AAPL231222C00202500,0.37865857531698
AAPL231222C00205000,0.17077040247422395
AAPL231222C00207500,0.08808618821193052
AAPL231222C00210000,0.05905700077642335
AAPL231222C00212500,0.04115077221401242
AAPL231222C00215000,0.031601611503055335
AAPL231222C00217500,0.02919122487945553
AAPL231222C00220000,0.021923181724507926
AAPL231222C00222500,0.014151886960026139
AAPL231222C00225000,0.014597686631840766
AAPL231222C00230000,0.015099810905879611
AAPL231222C00235000,0.012544274119929673
AAPL231222C00240000,0.01250566627653692
AAPL231222C00250000,0.006726348464607415
AAPL231222C00255000,0.005908605959477235
AAPL231229C00050000,146.3944102035471
AAPL231229C00080000,115.8713770532742
AAPL231229C00095000,101.26431773061849
AAPL231229C00100000,95.9791680858487
AAPL231229C00105000,91.13034764323301
AAPL231229C00115000,81.13636216040992
AAPL231229C00125000,71.24749067017473
AAPL231229C00130000,66.30627533065885
AAPL231229C00135000,61.35752285006217
AAPL231229C00140000,56.550861720997695
AAPL231229C00145000,51.363172784187356
AAPL231229C00150000,46.56446228400925
AAPL231229C00155000,41.43859309879765
AAPL231229C00160000,36.57618151351873
AAPL231229C00165000,31.794232685671677
AAPL231229C00170000,26.810110956995423
AAPL231229C00175000,22.034426381248007
AAPL231229C00180000,16.912247313894202
AAPL231229C00185000,12.070576516996997
AAPL231229C00190000,7.530206298789075
AAPL231229C00195000,3.7200428650168136
AAPL231229C00200000,1.3326748577044727
AAPL231229C00205000,0.36627752628299154
AAPL231229C00210000,0.12117367264365517
AAPL231229C00215000,0.05531430216736726
AAPL231229C00220000,0.038880588100083414
AAPL231229C00225000,0.017021719749424246
AAPL231229C00230000,0.018852189122987795
AAPL231229C00235000,0.008279622631082515
AAPL231229C00240000,0.0087235876894163
AAPL231229C00245000,0.007451172429549236
AAPL231229C00250000,0.008537708781458691
AAPL231229C00255000,0.009505344764463838
AAPL231229C00265000,0.006764034606322783
AAPL240105C00100000,96.22407766761981
AAPL240105C00120000,76.58112150398463
AAPL240105C00125000,71.47502406872681
AAPL240105C00130000,66.56770456310362
AAPL240105C00135000,61.67126416919894
AAPL240105C00140000,56.758855233702306
AAPL240105C00145000,51.558926220963315
AAPL240105C00150000,46.634590351703764
AAPL240105C00155000,41.621312716126475
AAPL240105C00160000,36.797845159587375
AAPL240105C00165000,32.280458975733225
AAPL240105C00170000,27.307969428697636
AAPL240105C00175000,22.20734185502659
AAPL240105C00180000,17.30646090878787
AAPL240105C00185000,12.550728114217325
AAPL240105C00190000,8.10565919864221
AAPL240105C00195000,4.48744326615318
AAPL240105C00200000,1.9117225561139357
AAPL240105C00205000,0.6594635723460334
AAPL240105C00210000,0.22406413100564104
AAPL240105C00215000,0.10320342420367899
AAPL240105C00220000,0.06413081004847064
AAPL240105C00225000,0.040148577480460974
AAPL240105C00230000,0.029711418001936846
AAPL240105C00235000,0.020098311213283294
AAPL240105C00240000,0.019846167433245982
AAPL240105C00250000,0.008176371217560884
AAPL240105C00260000,0.01018735997579322
AAPL240112C00135000,61.82800898640033
AAPL240112C00140000,57.009218031648714
AAPL240112C00145000,52.053438937149316
AAPL240112C00155000,42.14396074697099
AAPL240112C00160000,37.70540255266869
AAPL240112C00165000,32.98920937703944
AAPL240112C00170000,27.58513635959354
AAPL240112C00175000,22.68191184822508
AAPL240112C00180000,17.808177939480327
AAPL240112C00185000,13.15658834448964
AAPL240112C00190000,8.844640959588647
AAPL240112C00195000,5.209614522324637
AAPL240112C00200000,2.548155698967183
AAPL240112C00205000,1.0284740297305508
AAPL240112C00210000,0.3706869290918624
AAPL240112C00215000,0.16559222506294896
AAPL240112C00220000,0.08360383911889495
AAPL240112C00225000,0.06555943808150297
AAPL240112C00230000,0.049988887034753314
AAPL240119C00050000,146.362256571629
AAPL240119C00055000,141.48597577567716
AAPL240119C00060000,136.77641929473057
AAPL240119C00065000,130.84876770142003
AAPL240119C00070000,126.39005571029246
AAPL240119C00075000,121.58107823987228
AAPL240119C00080000,117.32021579743373
AAPL240119C00085000,111.59344471292596
AAPL240119C00090000,106.49001678392024
AAPL240119C00095000,101.70041735443826
AAPL240119C00100000,97.02565272914958
AAPL240119C00105000,92.03994232013518
AAPL240119C00110000,86.9053110863097
AAPL240119C00115000,81.64218496371232
AAPL240119C00120000,76.9970538356309
AAPL240119C00125000,72.23363618111739
AAPL240119C00130000,67.04948570182971
AAPL240119C00135000,62.08702468203012
